-6909.01479	-99.24551	-226558.24471	-46993.84544	1	0.82778	0.94466
-6903.97007	-99.05361	-227574.03018	-46970.56076	2	0.82914	0.94481
-4013.86304	-43.22893	-227145.67406	-46967.50531	2	0.82609	0.94385
-1514.63183	-4.63519	-159653.53334	-48502.92410	2	0.82524	0.94365
-2973.68830	-48.98403	-171057.84604	-47350.91223	3	0.82795	0.94341
-2994.90526	-45.86854	-171874.08272	-46988.57741	4	0.82871	0.94334
-2588.28074	-33.18315	-169286.11987	-47040.62551	4	0.82991	0.94434
-2143.14257	-21.15329	-155556.36507	-47454.06017	4	0.82967	0.94557
-1638.39002	-8.92344	-145403.24995	-47738.21748	4	0.82845	0.94557
-1331.01009	-2.75637	-137102.77407	-47985.18253	5	0.82799	0.94537
-1179.72348	-0.37983	-130937.99775	-48158.18450	5	0.82837	0.94597
-1207.15712	-0.68977	-124127.74816	-48378.07189	5	0.83028	0.94552
-1334.65387	-5.65587	-122152.27293	-48385.02569	5	0.83229	0.94513
-1458.31808	-10.09917	-125106.56620	-48160.50243	5	0.83470	0.94594
-1183.60427	-0.62143	-127399.07704	-47839.15286	6	0.83342	0.94569
-1153.61512	-0.12999	-125425.41256	-47793.42639	6	0.83404	0.94592
-1153.61512	-0.14884	-123940.43841	-47732.84410	6	0.83442	0.94598
-1154.62193	-0.27445	-123207.10878	-47697.54832	6	0.83437	0.94561
-1765.79858	-24.79575	-128277.93727	-47453.84945	6	0.83505	0.94529
-1918.24129	-25.75911	-131427.30958	-47296.75692	6	0.83488	0.94516
-1899.17901	-25.39104	-130926.12502	-47265.99165	6	0.83528	0.94516
-1905.14533	-25.39747	-130530.11474	-47287.59056	6	0.83536	0.94528
-1901.16047	-25.47712	-130833.43918	-47292.64786	6	0.83381	0.94484
-2401.19053	-45.84524	-134310.66207	-47090.56639	6	0.83389	0.94490
-2534.59618	-44.53176	-136350.27401	-46973.72158	6	0.83494	0.94512
-2552.78047	-43.39975	-134956.17907	-46992.15967	6	0.83360	0.94479
-2555.34264	-41.36906	-134076.67018	-47013.65322	7	0.83446	0.94540
-2513.53415	-38.25078	-132880.05233	-47026.29648	7	0.83422	0.94530
-2489.35645	-36.03294	-133478.51137	-46983.52011	7	0.83308	0.94516
-2498.69086	-35.87466	-131220.00702	-47044.94529	7	0.83355	0.94526
-2447.78228	-34.83094	-132280.45895	-47021.55525	7	0.83338	0.94514
-2469.89145	-34.68418	-131465.92970	-47033.77707	7	0.83455	0.94508
-2484.23080	-33.91653	-131190.54342	-47024.39999	7	0.83471	0.94502
-2484.92654	-33.30356	-131576.15964	-47034.09316	7	0.83425	0.94480
-2549.22049	-32.95036	-132150.90483	-46991.42215	8	0.83330	0.94451
-2519.45774	-32.12230	-131010.44402	-47038.20222	8	0.83350	0.94462
-2568.89740	-32.36789	-131173.79316	-47026.92864	7	0.83497	0.94476
-2633.79839	-32.92490	-131216.45411	-47034.51460	7	0.83500	0.94478
-2644.19549	-32.53316	-130799.21956	-47029.45729	7	0.83489	0.94473
-2679.63042	-31.58939	-131115.79417	-47028.08761	7	0.83511	0.94487
-2687.10352	-31.41869	-129943.73278	-47052.32052	7	0.83605	0.94492
-2663.44854	-30.29821	-130001.59252	-47052.74197	7	0.83767	0.94537
-2511.52329	-26.88568	-131001.26448	-47009.96560	7	0.83761	0.94535
-2396.73215	-23.95215	-130208.94727	-47047.79002	7	0.83678	0.94525
-2303.25163	-21.45640	-130867.08969	-47000.48315	7	0.83784	0.94529
-2303.28776	-21.03666	-129951.73252	-47029.45729	7	0.83787	0.94530
-2211.06546	-19.19616	-129135.88979	-47048.10610	7	0.83758	0.94518
-2123.23789	-15.94505	-129250.56266	-47050.63476	8	0.83767	0.94522
-1967.24703	-11.43997	-127195.10320	-47120.06734	8	0.83952	0.94571
-1870.27802	-8.61006	-124774.21710	-47202.45926	8	0.83916	0.94574
-1813.69002	-7.80668	-126224.61529	-47126.91577	8	0.83922	0.94575
-1843.90884	-7.92730	-124601.57499	-47185.70694	8	0.83902	0.94569
-1842.51843	-7.44269	-124027.92626	-47213.10067	8	0.83855	0.94564
-1803.25273	-6.67166	-123849.68868	-47209.20233	9	0.83870	0.94574
-1830.58703	-6.64524	-124137.18472	-47203.40750	9	0.83785	0.94568
-1848.88523	-6.44331	-123996.92587	-47183.38901	8	0.83766	0.94564
-1800.81389	-6.03585	-122779.47021	-47235.54246	8	0.83789	0.94573
-1777.41797	-5.95604	-122824.62914	-47251.97870	8	0.83853	0.94590
-1793.11122	-5.77664	-122933.40192	-47241.44265	8	0.83979	0.94594
-1781.59796	-5.69314	-121592.43298	-47287.69592	8	0.83969	0.94584
-1813.95377	-5.75454	-123522.56061	-47218.15798	8	0.84054	0.94602
-1822.77467	-7.46363	-121013.60092	-47280.63676	8	0.84014	0.94591
-2034.72971	-13.23366	-124240.45497	-47192.45001	8	0.83886	0.94557
-1932.52127	-5.80269	-123721.02577	-47188.55167	8	0.83841	0.94551
-1928.57841	-5.19819	-124661.31736	-47139.34831	8	0.83841	0.94551
-1882.12477	-5.10602	-125008.04942	-47150.72725	8	0.83739	0.94524
-1882.40089	-5.20016	-123977.45966	-47171.58863	8	0.83582	0.94509
-1936.40145	-5.10759	-124738.65526	-47132.92132	8	0.83593	0.94511
-1884.14518	-4.91854	-124534.13238	-47161.05258	8	0.83593	0.94511
-1906.87654	-4.52975	-125119.65290	-47140.08583	8	0.83570	0.94504
-1923.16231	-4.65153	-123799.13226	-47175.27625	8	0.83570	0.94504
-1930.83618	-3.86899	-125094.57728	-47120.80486	8	0.83703	0.94522
-1863.99298	-3.43825	-123353.99847	-47175.80305	8	0.83695	0.94524
-2063.67682	-13.50998	-124245.51496	-47145.45922	8	0.83666	0.94488
-2398.21346	-11.30016	-125616.41613	-47076.34272	8	0.83672	0.94490
-2444.82467	-6.33293	-127498.00768	-47030.08946	8	0.83656	0.94487
-2407.86211	-4.15240	-126239.90526	-47058.32607	8	0.83506	0.94481
-2409.95326	-3.60727	-126991.73098	-47035.56820	8	0.83506	0.94481
-2372.67718	-3.13799	-125839.69691	-47041.88983	8	0.83492	0.94476
-2380.26319	-3.73909	-125657.18038	-47070.23181	8	0.83493	0.94474
-2434.98930	-6.42104	-125343.10785	-47078.66065	8	0.83484	0.94471
-2469.64505	-10.90916	-127228.15666	-47024.08391	8	0.83341	0.94446
-2489.83135	-11.57020	-124946.09095	-47111.21705	8	0.83353	0.94450
-2519.80274	-14.69807	-127481.17758	-47021.02845	8	0.83333	0.94439
-2552.71919	-17.24068	-127977.11911	-47027.45544	8	0.83333	0.94439
-2617.14278	-23.39833	-127539.78456	-47037.46469	8	0.83333	0.94439
-2609.07498	-22.02414	-128184.17061	-47029.56265	8	0.83309	0.94438
-2555.26583	-19.23675	-128191.49893	-47014.91754	8	0.83355	0.94450
-2581.02122	-21.41388	-127727.98949	-47010.80848	8	0.83359	0.94450
-2605.68037	-21.81765	-128266.62496	-47015.12826	8	0.83353	0.94449
-2544.34368	-19.09594	-128221.22392	-47015.23362	8	0.83310	0.94433
-2601.69359	-22.27515	-127083.17393	-47048.00074	8	0.83295	0.94432
-2595.29842	-23.69017	-127707.51880	-47028.71977	8	0.83283	0.94430
-2586.48430	-24.64331	-126536.10290	-47061.59225	8	0.83283	0.94430
-2638.85703	-27.94992	-127482.57900	-47029.03585	8	0.83275	0.94428
-2646.79580	-28.48310	-127004.91434	-47049.05435	8	0.83249	0.94424
-2663.46019	-28.28949	-127249.27692	-47047.57930	8	0.83250	0.94424
-2704.53806	-30.20482	-126559.48400	-47071.91758	8	0.83250	0.94424
-2679.15340	-28.63078	-126892.95297	-47053.16341	8	0.83250	0.94424
-2731.71124	-32.02111	-127486.50415	-47025.24287	8	0.83295	0.94439
