14	7	0.0001	[6 39 39 39 39 6 26 39 25 39 30 22 10 39 ]
10	4	0.0003	[25 6 6 25 10 10 25 6 25 20 ]
5	1	0.0032	[39 39 39 39 39 ]
4	1	0.0199	[25 25 25 25 ]
11	6	0.0332	[21 39 21 21 21 21 16 44 16 25 0 ]
14	4	0.0143	[25 25 25 25 25 25 16 25 25 38 25 38 39 39 ]
19	7	0.1336	[6 6 6 39 10 17 6 17 17 39 20 39 6 13 13 20 25 13 13 ]
8	2	0.0094	[39 25 25 25 25 25 25 25 ]
26	6	0.7192	[38 38 33 38 38 6 38 25 38 38 6 38 25 38 25 38 38 25 25 38 38 25 39 22 38 38 ]
7	4	0.0288	[38 25 20 25 25 20 17 ]
2	1	0.0000	[25 25 ]
18	5	0.9178	[38 39 39 38 33 38 38 20 17 38 17 38 17 17 17 38 20 38 ]
17	6	0.2882	[41 39 39 39 38 39 39 39 39 25 25 6 25 25 25 39 21 ]
9	4	0.0093	[38 25 39 25 39 25 39 25 6 ]
71	5	0.3075	[25 25 25 25 25 25 25 25 25 25 39 25 25 25 39 25 39 25 25 39 39 25 25 25 39 39 25 39 25 38 38 38 38 38 39 38 38 38 39 39 39 25 25 25 39 39 39 25 25 25 39 0 0 0 25 39 25 25 25 39 25 25 25 39 39 25 17 25 25 25 39 ]
12	3	0.0006	[25 25 25 25 38 39 25 25 25 25 25 25 ]
6	6	0.0025	[39 36 25 6 34 20 ]
8	2	0.0063	[25 25 25 25 25 39 39 39 ]
2	1	0.0000	[25 25 ]
3	3	0.0560	[20 0 10 ]
4	1	0.0289	[30 30 30 30 ]
7	7	0.0032	[36 18 25 30 10 26 20 ]
5	4	0.7818	[39 39 16 36 38 ]
53	10	1.0503	[25 25 25 25 34 42 21 6 25 42 25 25 25 25 6 25 25 6 25 25 25 25 25 25 44 25 39 25 39 39 6 42 6 39 39 20 25 25 42 25 25 6 6 20 20 20 14 25 25 25 25 20 22 ]
2	2	0.0000	[33 39 ]
8	5	0.0965	[7 34 13 13 13 39 22 13 ]
2	1	0.0000	[39 39 ]
29	4	1.0484	[38 38 38 38 38 38 39 38 38 25 25 25 38 38 6 39 39 38 38 39 39 6 25 25 25 38 38 6 25 ]
8	5	0.8987	[25 25 7 20 39 23 39 25 ]
62	5	1.3232	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 38 19 25 25 25 39 38 25 25 25 39 30 30 25 30 ]
3	2	0.0082	[25 25 10 ]
8	3	0.4009	[25 39 38 38 39 25 25 38 ]
6	5	0.0100	[20 25 18 18 36 34 ]
6	3	0.0014	[25 20 20 20 25 16 ]
23	6	0.0426	[39 25 25 26 39 21 21 39 39 38 39 38 39 39 38 19 39 38 38 39 39 39 39 ]
38	7	1.7775	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 42 25 25 25 25 25 33 25 25 38 6 38 25 25 25 17 25 6 25 33 20 ]
5	5	0.0167	[6 37 20 23 30 ]
22	1	0.4660	[39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 ]
4	2	0.2747	[39 39 39 21 ]
72	9	1.9631	[38 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 38 38 38 38 25 38 38 38 38 38 25 25 1 25 39 25 38 6 25 25 39 20 25 25 25 25 39 25 11 25 25 39 38 14 25 25 25 25 22 22 ]
3	1	0.0515	[25 25 25 ]
2	1	0.0000	[38 38 ]
3	2	0.0000	[39 39 38 ]
5	2	0.1568	[30 30 33 30 30 ]
31	5	0.8236	[38 38 38 38 38 38 38 39 21 39 21 38 26 38 38 25 38 38 38 38 39 38 38 21 25 25 38 25 38 39 38 ]
16	2	0.9882	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 6 ]
57	1	1.5637	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 ]
7	3	0.1402	[6 6 6 39 21 39 39 ]
5	4	0.0000	[39 39 26 25 21 ]
5	5	0.0003	[39 21 25 11 42 ]
22	5	0.3207	[25 38 39 25 39 38 39 38 39 13 39 39 26 26 26 26 39 25 39 39 26 39 ]
5	4	0.0000	[20 25 25 39 22 ]
7	2	0.0064	[38 38 39 39 39 39 38 ]
23	5	0.4380	[25 25 38 25 25 25 38 25 25 25 25 25 25 20 25 39 25 25 25 25 25 6 25 ]
6	2	0.0001	[38 38 39 39 39 38 ]
8	3	0.0312	[25 25 38 38 39 39 38 39 ]
40	2	0.6236	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 38 ]
22	14	1.3145	[25 25 10 0 10 39 21 20 16 13 6 39 34 6 11 20 36 17 36 34 7 16 ]
10	5	0.0014	[16 20 20 20 39 21 0 39 39 39 ]
5	2	0.0809	[25 39 39 39 25 ]
5	3	0.0106	[39 39 23 23 25 ]
