7	4	1.0000	1.0000
15	3	0.8730	0.8730
5	2	0.5000	0.5000
34	10	0.8172	0.8172
41	12	1.0000	1.0000
15	11	1.0000	1.0000
5	5	1.0000	1.0000
76	2	0.8643	0.9272
13	1	0.6500	0.8444
6	2	0.4000	0.4000
9	5	1.0000	1.0000
14	5	0.7879	0.7879
53	3	0.9429	1.0000
62	5	0.8967	0.8967
5	3	1.0000	1.0000
6	4	1.0000	1.0000
6	4	0.4000	0.5000
5	1	0.5000	0.5000
13	6	1.0000	1.0000
9	2	0.3750	1.0000
11	5	0.4000	0.7778
2	2	0.5000	0.5000
10	5	0.5000	0.5000
7	4	0.2000	0.2000
7	4	0.7333	1.0000
8	4	0.7333	1.0000
4	2	0.3333	1.0000
3	3	0.3333	1.0000
3	2	0.3333	0.3333
4	3	0.5000	0.5000
8	5	1.0000	1.0000
9	6	0.7619	1.0000
12	3	0.7778	1.0000
15	6	0.7333	0.8730
6	2	1.0000	1.0000
6	3	0.5000	0.5000
14	9	0.5000	0.5000
6	1	0.5000	0.5000
5	2	1.0000	1.0000
11	5	0.7778	1.0000
67	3	0.9360	1.0000
53	13	0.6143	0.7146
3	2	1.0000	1.0000
7	2	0.5000	0.5000
48	8	0.8730	0.8730
25	9	0.7451	1.0000
15	8	0.4286	1.0000
16	1	0.6667	1.0000
3	1	0.5000	0.5000
3	1	1.0000	1.0000
15	3	0.7500	1.0000
61	9	0.9349	0.9349
5	1	0.5000	0.5000
5	5	0.4000	1.0000
5	2	0.6667	1.0000
16	5	0.8545	1.0000
8	3	0.4286	0.5000
3	3	1.0000	1.0000
5	3	0.5000	0.5000
6	4	1.0000	1.0000
8	6	0.5000	0.5000
16	8	0.3846	0.5000
7	4	0.4286	0.5000
2	2	0.0000	0.5000
6	3	1.0000	1.0000
17	3	0.5000	0.5000
5	1	1.0000	1.0000
8	3	1.0000	1.0000
19	5	0.6875	1.0000
4	4	1.0000	1.0000
61	8	0.9350	1.0000
9	2	0.5833	1.0000
20	11	0.8667	0.8667
15	2	0.4286	1.0000
9	3	1.0000	1.0000
39	5	0.7849	0.9373
6	4	0.4000	1.0000
62	5	0.8524	0.8524
4	3	0.5000	0.5000
3	3	0.5000	0.5000
6	5	0.5000	0.5000
44	6	1.0000	1.0000
2	2	0.0000	0.5000
97	10	0.6847	0.8608
4	3	0.5000	0.5000
45	2	0.5788	0.6167
19	5	1.0000	1.0000
11	4	0.8286	1.0000
3	3	0.3333	0.5000
6	2	1.0000	1.0000
6	3	0.5000	0.5000
11	1	1.0000	1.0000
11	2	0.3333	0.4545
5	1	1.0000	1.0000
13	5	0.6500	0.8444
6	4	0.5000	0.5000
6	5	1.0000	1.0000
7	4	1.0000	1.0000
13	8	1.0000	1.0000
5	1	0.4000	1.0000
5	3	0.4000	1.0000
29	8	0.8611	1.0000
8	1	1.0000	1.0000
11	3	0.7778	0.7778
6	5	1.0000	1.0000
12	1	0.4000	1.0000
3	2	1.0000	1.0000
18	3	1.0000	1.0000
5	1	1.0000	1.0000
3	3	1.0000	1.0000
64	12	0.5714	0.7949
39	14	0.3750	0.5671
2	2	0.5000	0.5000
4	4	1.0000	1.0000
5	2	1.0000	1.0000
5	2	1.0000	1.0000
4	1	0.3333	0.5000
5	2	0.5000	0.5000
4	4	0.3333	1.0000
71	4	0.6825	0.8227
31	4	0.5636	0.7460
54	3	0.7300	0.7300
6	4	0.5000	0.5000
2	1	0.5000	0.5000
7	4	0.5000	0.5000
8	4	1.0000	1.0000
12	5	0.6250	1.0000
17	6	0.8000	1.0000
2	1	0.5000	0.5000
5	4	0.6667	1.0000
7	4	0.3333	1.0000
11	2	1.0000	1.0000
23	6	0.9111	1.0000
74	9	0.6783	0.7357
6	4	0.5000	0.5000
16	6	0.7333	1.0000
2	2	0.5000	0.5000
7	3	1.0000	1.0000
4	2	0.5000	0.5000
9	6	0.8000	1.0000
5	1	1.0000	1.0000
3	3	1.0000	1.0000
7	4	1.0000	1.0000
7	5	1.0000	1.0000
6	4	1.0000	1.0000
52	6	0.8756	0.8756
64	11	0.7333	1.0000
17	3	1.0000	1.0000
2	1	0.5000	0.5000
41	5	1.0000	1.0000
7	4	0.5000	0.5000
9	2	0.4444	0.5000
4	3	0.5000	0.5000
17	3	0.5000	0.5000
27	3	0.7544	1.0000
3	2	1.0000	1.0000
4	1	0.5000	0.5000
67	18	0.8172	0.8172
41	6	0.7237	0.8056
27	4	1.0000	1.0000
3	2	0.3333	0.5000
17	3	0.7750	1.0000
3	2	0.5000	0.5000
8	3	0.7333	0.7333
6	6	1.0000	1.0000
3	1	1.0000	1.0000
13	4	1.0000	1.0000
6	3	0.4000	1.0000
5	3	1.0000	1.0000
4	1	0.5000	0.5000
14	3	0.8444	1.0000
12	1	1.0000	1.0000
15	5	1.0000	1.0000
6	4	1.0000	1.0000
68	6	0.8819	0.9410
24	4	0.8737	1.0000
12	3	0.7778	1.0000
25	8	0.7068	0.9023
4	2	1.0000	1.0000
10	6	1.0000	1.0000
38	8	0.7206	0.8848
5	2	0.5000	0.5000
27	2	0.9251	1.0000
12	4	0.8286	1.0000
9	1	0.4444	0.4444
6	1	0.4000	0.4000
8	6	1.0000	1.0000
15	2	0.6190	0.7333
56	15	0.7143	0.7143
5	3	0.6667	1.0000
5	1	1.0000	1.0000
3	1	0.3333	0.5000
12	6	0.6250	1.0000
15	5	1.0000	1.0000
48	13	0.9111	0.9111
3	2	1.0000	1.0000
66	12	0.8981	0.8981
10	2	1.0000	1.0000
4	2	0.5000	0.5000
8	5	1.0000	1.0000
4	2	0.5000	0.5000
55	10	0.8564	0.8564
16	3	0.8545	0.8545
25	1	0.8762	1.0000
6	1	1.0000	1.0000
6	3	0.5000	0.5000
12	1	0.5000	0.5000
3	3	1.0000	1.0000
43	4	0.9302	0.9302
3	2	0.5000	0.5000
4	4	0.3333	1.0000
14	4	1.0000	1.0000
6	2	0.5000	0.5000
6	2	0.4000	1.0000
8	3	1.0000	1.0000
19	1	1.0000	1.0000
13	9	0.4615	0.5000
9	2	1.0000	1.0000
10	4	1.0000	1.0000
4	3	0.5000	0.5000
13	5	0.6500	0.8444
11	5	0.8286	1.0000
4	2	1.0000	1.0000
6	4	1.0000	1.0000
6	2	0.4000	1.0000
19	5	0.7619	0.7619
9	3	0.7619	1.0000
7	4	1.0000	1.0000
4	2	0.3333	0.3333
5	1	0.5000	0.5000
14	7	0.7879	1.0000
7	5	1.0000	1.0000
25	2	0.9023	1.0000
6	2	0.4000	0.4000
10	1	1.0000	1.0000
44	17	0.4211	0.4762
6	3	1.0000	1.0000
8	4	0.7333	0.7333
7	1	0.3333	0.5000
44	1	0.8472	1.0000
55	9	0.7565	0.6690
4	2	0.0000	1.0000
4	2	0.5000	0.5000
4	1	1.0000	1.0000
9	2	1.0000	1.0000
5	1	0.2500	1.0000
17	7	0.5000	0.5000
4	2	0.3333	0.3333
8	4	0.4286	1.0000
42	13	0.8865	1.0000
5	2	0.2500	1.0000
9	4	1.0000	1.0000
6	2	1.0000	1.0000
5	4	0.5000	0.5000
4	1	0.3333	1.0000
18	4	0.8615	1.0000
4	3	0.5000	0.5000
5	1	1.0000	1.0000
5	3	0.0000	0.5000
6	4	0.5000	0.5000
3	2	1.0000	1.0000
6	5	0.4000	0.5000
46	10	0.7527	0.7758
3	2	0.5000	0.5000
51	9	0.8523	0.9328
59	6	0.8769	0.9148
6	2	1.0000	1.0000
15	7	1.0000	1.0000
33	3	0.9328	0.9328
17	7	0.8000	0.8000
9	2	0.4444	0.4444
8	3	0.7333	0.7333
6	4	0.4000	0.5000
7	4	1.0000	1.0000
5	1	0.4000	0.4000
2	1	0.5000	0.5000
2	2	0.5000	0.5000
3	2	1.0000	1.0000
20	7	0.4737	0.4737
4	2	0.3333	1.0000
2	2	0.5000	0.5000
7	5	1.0000	1.0000
15	3	0.6667	1.0000
8	2	1.0000	1.0000
4	1	0.3333	0.5000
32	2	0.7922	1.0000
7	3	0.4286	0.4286
14	2	0.4167	0.4615
19	3	1.0000	1.0000
27	8	1.0000	1.0000
6	3	1.0000	1.0000
49	10	0.9524	1.0000
6	2	0.4000	0.5000
3	3	1.0000	1.0000
5	3	1.0000	1.0000
14	4	0.6500	1.0000
14	1	0.7083	0.8444
5	2	0.5000	0.5000
3	1	0.5000	0.5000
6	3	0.5000	0.5000
3	2	1.0000	1.0000
5	2	0.4000	1.0000
47	3	0.6951	0.6951
14	3	1.0000	1.0000
6	2	0.4000	0.5000
7	5	1.0000	1.0000
11	4	0.7778	1.0000
5	3	1.0000	1.0000
9	3	0.5000	0.5000
6	4	0.6667	1.0000
9	1	0.5000	0.5000
2	2	0.5000	0.5000
15	3	0.7949	1.0000
5	3	0.4000	0.5000
64	5	0.4483	0.5714
10	7	0.5000	0.5000
11	8	1.0000	1.0000
4	3	1.0000	1.0000
6	5	0.5000	0.5000
4	2	1.0000	1.0000
7	4	1.0000	1.0000
6	5	0.4000	0.4000
51	6	0.6641	0.6641
3	2	1.0000	1.0000
6	1	1.0000	1.0000
5	2	0.5000	0.5000
4	1	0.5000	0.5000
6	4	0.2500	1.0000
6	2	1.0000	1.0000
7	4	1.0000	1.0000
22	5	0.7708	0.7708
96	11	0.8636	0.9230
10	2	1.0000	1.0000
3	1	0.3333	1.0000
6	2	1.0000	1.0000
4	4	1.0000	1.0000
7	2	1.0000	1.0000
14	1	0.5000	0.5000
7	3	0.5000	0.5000
5	4	1.0000	1.0000
2	1	0.0000	0.0000
26	4	1.0000	1.0000
3	1	0.5000	0.5000
10	4	0.7619	1.0000
5	4	0.5000	0.5000
3	2	0.5000	0.5000
16	7	1.0000	1.0000
37	2	0.7206	0.8190
20	4	0.8039	1.0000
3	3	1.0000	1.0000
5	1	0.6667	1.0000
4	4	1.0000	1.0000
6	4	0.5000	0.5000
4	3	0.5000	0.5000
5	1	1.0000	1.0000
6	5	0.4000	1.0000
5	2	1.0000	1.0000
3	2	1.0000	1.0000
2	1	0.5000	0.5000
16	1	0.6667	1.0000
6	5	0.5000	0.5000
56	12	0.9184	0.9184
18	2	0.5846	0.7500
9	1	1.0000	1.0000
6	2	0.4000	1.0000
5	2	1.0000	1.0000
20	6	0.8667	0.8667
8	6	0.5000	0.5000
39	7	0.9283	1.0000
6	5	0.5000	0.5000
4	2	1.0000	1.0000
15	10	0.8545	0.8545
8	3	1.0000	1.0000
6	4	0.5000	0.5000
10	6	0.3750	0.7619
27	8	1.0000	1.0000
2	2	0.5000	0.5000
9	1	0.5833	1.0000
33	4	1.0000	1.0000
2	1	0.0000	0.5000
13	3	0.4615	1.0000
7	3	0.7333	1.0000
45	9	0.8208	0.9464
7	2	1.0000	1.0000
50	12	0.8512	0.8512
5	1	0.4000	0.4000
4	3	0.3333	1.0000
4	4	1.0000	1.0000
7	7	0.5000	0.5000
8	4	1.0000	1.0000
8	2	0.7333	1.0000
5	2	1.0000	1.0000
16	3	0.8730	0.8730
5	2	0.4000	0.4000
3	2	0.5000	0.5000
7	2	1.0000	1.0000
13	6	0.4615	0.5000
16	2	0.7949	1.0000
15	4	1.0000	1.0000
5	4	0.4000	1.0000
3	1	0.5000	0.5000
4	3	0.5000	0.5000
42	4	0.9506	0.9506
10	1	1.0000	1.0000
6	1	0.4000	0.5000
4	2	1.0000	1.0000
8	2	1.0000	1.0000
16	4	0.5000	0.5000
10	1	0.5000	0.5000
13	3	1.0000	1.0000
22	4	0.8706	1.0000
18	11	0.6786	0.6786
5	2	0.4000	0.4000
7	4	0.5000	0.5000
4	3	0.3333	0.5000
2	1	0.5000	0.5000
43	7	0.8872	1.0000
24	8	0.5000	0.5000
5	1	0.5000	0.5000
4	1	0.5000	0.5000
5	3	1.0000	1.0000
6	4	1.0000	1.0000
6	2	0.5000	0.5000
4	2	0.5000	0.5000
11	4	1.0000	1.0000
11	5	0.8286	0.8286
10	3	0.7619	1.0000
17	8	1.0000	1.0000
6	6	0.5000	0.5000
4	2	0.5000	0.5000
6	5	0.4000	0.5000
8	2	0.5000	0.5000
18	9	1.0000	1.0000
5	2	0.5000	0.5000
7	3	1.0000	1.0000
14	4	0.6500	1.0000
37	4	0.8848	1.0000
3	2	0.3333	0.3333
53	14	0.7538	0.7545
8	4	1.0000	1.0000
73	7	0.8600	0.8011
105	6	0.8209	0.8460
6	5	0.5000	0.5000
4	3	0.0000	0.5000
5	1	0.2500	0.6667
5	3	1.0000	1.0000
4	3	0.5000	0.5000
9	3	0.5000	0.5000
6	2	1.0000	1.0000
5	2	0.5000	0.5000
4	1	0.3333	0.3333
8	6	0.7333	1.0000
15	1	0.4667	0.4667
8	3	1.0000	1.0000
7	4	0.5000	0.5000
53	3	0.9179	0.9179
24	4	0.9111	1.0000
38	4	0.8246	0.8782
3	3	1.0000	1.0000
25	3	0.8762	1.0000
41	1	0.8152	0.8152
6	4	1.0000	1.0000
5	5	1.0000	1.0000
10	1	1.0000	1.0000
5	3	1.0000	1.0000
32	4	0.8815	0.8815
8	4	0.2000	0.2000
6	1	0.4000	1.0000
6	4	1.0000	1.0000
27	2	0.7754	0.8542
6	4	0.6667	1.0000
6	5	0.5000	0.5000
6	4	1.0000	1.0000
9	3	0.4444	0.4444
16	6	1.0000	1.0000
27	4	0.8783	1.0000
5	3	1.0000	1.0000
9	5	1.0000	1.0000
6	1	0.5000	0.5000
8	4	0.5000	0.5000
2	2	0.5000	0.5000
9	4	1.0000	1.0000
13	3	0.7879	1.0000
16	6	0.3846	1.0000
5	3	0.4000	1.0000
6	1	0.4000	1.0000
60	1	1.0000	1.0000
5	3	0.5000	0.5000
29	9	0.7000	0.7847
5	3	0.5000	0.5000
6	3	1.0000	1.0000
33	4	0.8172	0.8172
8	3	1.0000	1.0000
22	10	0.8952	1.0000
4	3	1.0000	1.0000
53	2	0.6694	0.7300
11	3	1.0000	1.0000
6	3	0.6667	1.0000
3	2	1.0000	1.0000
4	3	0.3333	0.5000
2	1	0.0000	0.5000
12	7	0.7778	1.0000
3	2	1.0000	1.0000
28	8	0.7083	0.7083
17	3	0.4706	0.4706
5	3	1.0000	1.0000
8	2	0.7333	1.0000
9	3	0.5000	0.5000
55	7	0.8927	0.8927
123	3	0.6932	0.8104
6	2	0.4000	0.5000
4	1	1.0000	1.0000
13	4	0.8444	1.0000
2	2	0.5000	0.5000
4	3	0.5000	0.5000
20	5	0.8667	0.8667
40	3	0.6875	0.8119
57	6	0.6853	0.7175
35	7	0.8831	0.8831
7	2	0.5000	0.5000
5	5	0.4000	0.5000
6	3	1.0000	1.0000
26	3	1.0000	1.0000
7	4	0.5000	0.5000
4	1	0.5000	0.5000
7	3	0.7333	1.0000
4	2	0.5000	0.5000
3	3	1.0000	1.0000
4	2	1.0000	1.0000
6	2	1.0000	1.0000
2	2	0.5000	0.5000
4	1	1.0000	1.0000
3	3	0.5000	0.5000
24	7	0.7778	1.0000
29	8	0.9068	1.0000
2	2	0.5000	0.5000
8	3	0.7333	1.0000
17	3	0.5846	0.5846
4	1	1.0000	1.0000
8	2	1.0000	1.0000
7	3	1.0000	1.0000
7	4	0.5000	0.5000
10	3	0.7619	1.0000
2	2	0.5000	0.5000
6	1	0.2500	1.0000
14	2	0.8444	1.0000
43	1	0.9151	0.9151
20	8	0.6875	0.6875
30	3	0.9282	1.0000
3	2	0.5000	0.5000
2	2	0.5000	0.5000
5	5	0.6667	1.0000
3	1	0.5000	0.5000
8	3	0.5000	0.5000
3	2	0.3333	1.0000
7	3	0.4286	0.5000
8	2	0.5000	0.5000
24	10	0.6975	0.8125
2	2	0.5000	0.5000
38	5	0.4412	0.6545
8	2	1.0000	1.0000
47	11	0.8222	0.8693
18	5	0.6786	1.0000
7	2	0.3333	0.3333
5	4	1.0000	1.0000
11	1	0.8286	1.0000
6	1	0.4000	0.4000
5	3	1.0000	1.0000
4	2	1.0000	1.0000
4	3	0.5000	0.5000
4	3	1.0000	1.0000
27	1	0.7879	0.7879
10	6	0.3750	0.3750
20	4	0.8990	0.8990
4	3	0.0000	0.3333
45	5	0.5788	0.5788
4	3	1.0000	1.0000
73	10	0.7197	0.8103
9	8	1.0000	1.0000
3	2	0.5000	0.5000
7	4	1.0000	1.0000
8	2	0.5000	0.5000
13	3	0.6500	1.0000
7	6	1.0000	1.0000
8	4	0.5000	0.5000
81	11	0.6694	0.6232
3	2	0.3333	1.0000
68	1	0.4516	0.4688
3	1	1.0000	1.0000
5	3	1.0000	1.0000
7	1	0.5000	0.5000
4	4	1.0000	1.0000
32	3	0.7949	0.7949
2	1	0.5000	0.5000
5	4	1.0000	1.0000
10	3	0.8000	1.0000
4	3	1.0000	1.0000
6	5	1.0000	1.0000
5	1	0.5000	0.5000
18	7	0.4706	0.4706
32	3	0.8333	1.0000
10	3	0.4444	0.5000
84	13	0.6815	0.7730
2	2	0.5000	0.5000
40	5	0.4286	0.6078
6	1	0.4000	0.5000
3	2	1.0000	1.0000
6	1	0.5000	0.5000
8	3	1.0000	1.0000
62	13	0.7130	0.7584
23	3	0.7333	0.9161
8	2	0.5000	0.5000
9	1	1.0000	1.0000
10	3	1.0000	1.0000
26	4	0.6286	0.7833
4	2	0.5000	0.5000
52	3	0.8116	1.0000
4	3	0.5000	0.5000
17	2	0.8615	1.0000
4	2	0.5000	0.5000
18	6	0.4706	0.4706
3	3	1.0000	1.0000
27	3	0.8783	0.8783
3	1	0.3333	1.0000
26	9	0.8762	0.8762
5	1	0.5000	0.5000
32	10	0.8815	0.8815
86	9	0.7350	0.7882
5	4	0.4000	0.4000
50	5	0.9008	0.9008
10	2	1.0000	1.0000
50	4	0.8889	1.0000
4	2	1.0000	1.0000
2	1	0.5000	0.5000
23	3	0.5000	0.5000
5	4	0.4000	0.4000
6	1	0.5000	0.5000
3	2	1.0000	1.0000
54	3	0.9429	0.9429
56	13	0.8212	0.8542
4	2	1.0000	1.0000
53	4	0.7699	0.8052
26	7	1.0000	1.0000
4	1	0.5000	0.5000
9	3	0.7619	0.7619
5	3	1.0000	1.0000
5	2	0.5000	0.5000
20	3	1.0000	1.0000
6	3	0.4000	1.0000
19	3	0.4737	0.4737
4	1	0.3333	0.3333
14	3	0.7879	0.7879
6	6	0.4000	1.0000
32	3	0.7143	0.8161
8	6	1.0000	1.0000
17	9	1.0000	1.0000
2	1	0.5000	0.5000
17	3	1.0000	1.0000
8	3	0.5000	0.5000
19	4	1.0000	1.0000
6	1	1.0000	1.0000
8	5	1.0000	1.0000
90	6	0.6375	0.7115
9	4	0.5000	0.5000
3	2	0.5000	0.5000
10	1	0.5000	0.5000
4	2	0.5000	0.5000
6	4	0.6667	1.0000
4	2	1.0000	1.0000
2	1	0.5000	0.5000
27	6	0.4815	0.4815
4	1	1.0000	1.0000
4	2	0.5000	0.5000
25	5	0.6061	0.7692
52	7	0.8523	0.8523
18	9	0.7500	1.0000
10	5	0.5000	0.5000
92	1	0.8009	0.8009
5	3	0.4000	0.4000
38	6	0.7077	0.8348
7	4	0.7333	1.0000
18	5	0.7750	0.8831
5	2	0.6667	1.0000
8	2	1.0000	1.0000
3	3	0.3333	0.3333
6	5	1.0000	1.0000
2	1	0.5000	0.5000
8	5	0.5000	0.5000
9	2	1.0000	1.0000
2	2	0.0000	0.5000
6	1	0.5000	0.5000
6	3	0.5000	0.5000
29	4	0.7321	0.8611
10	2	0.4444	1.0000
6	2	1.0000	1.0000
2	1	0.5000	0.5000
13	5	1.0000	1.0000
11	3	0.7778	0.7778
5	5	0.5000	0.5000
9	5	0.4444	0.5000
9	3	0.7619	1.0000
4	1	1.0000	1.0000
38	7	0.7816	0.7286
4	4	0.3333	0.5000
2	2	0.5000	0.5000
6	5	1.0000	1.0000
4	4	0.3333	1.0000
5	2	0.4000	0.5000
22	14	0.6944	0.6944
23	2	0.7778	1.0000
11	5	0.5000	0.5000
4	4	1.0000	1.0000
5	4	0.5000	0.5000
9	2	1.0000	1.0000
6	1	0.4000	0.4000
3	1	1.0000	1.0000
22	3	0.7708	0.8706
5	2	0.4000	1.0000
46	6	0.3947	0.5818
6	4	0.5000	0.5000
7	2	1.0000	1.0000
13	1	0.4615	1.0000
9	5	1.0000	1.0000
12	3	0.7778	1.0000
5	3	1.0000	1.0000
7	5	0.7333	1.0000
3	1	0.5000	0.5000
2	2	0.5000	0.5000
9	5	0.5000	0.5000
5	3	1.0000	1.0000
2	1	0.0000	0.5000
40	1	0.8119	0.8119
4	3	0.3333	1.0000
15	2	1.0000	1.0000
9	3	1.0000	1.0000
8	5	0.5000	0.5000
54	4	0.6250	0.8125
49	3	0.8106	0.8106
36	11	0.8615	1.0000
7	5	0.4286	0.5000
11	2	0.8286	1.0000
8	4	0.3333	1.0000
4	2	0.3333	1.0000
9	2	0.4444	1.0000
21	1	0.7708	0.8952
14	5	0.8444	1.0000
5	3	0.5000	0.5000
5	3	0.5000	0.5000
2	1	0.5000	0.5000
80	16	0.9020	0.9541
4	2	0.5000	0.5000
3	1	0.5000	0.5000
7	3	1.0000	1.0000
3	1	1.0000	1.0000
2	1	0.5000	0.5000
3	2	0.3333	0.3333
8	3	0.4286	0.4286
3	2	0.5000	0.5000
13	1	0.7879	1.0000
8	4	1.0000	1.0000
13	5	1.0000	1.0000
4	2	1.0000	1.0000
5	3	0.4000	0.4000
8	1	0.5000	0.7333
15	5	1.0000	1.0000
7	4	1.0000	1.0000
4	1	0.5000	0.5000
8	2	0.4286	0.5000
12	2	0.6250	1.0000
14	5	0.8444	1.0000
3	2	0.3333	0.5000
8	1	0.3333	0.5000
4	2	0.3333	0.3333
37	6	0.7373	1.0000
3	1	1.0000	1.0000
8	2	0.4286	1.0000
8	4	0.3333	1.0000
10	1	0.3750	1.0000
7	4	1.0000	1.0000
55	2	0.8194	0.8571
4	2	0.5000	0.5000
19	2	1.0000	1.0000
3	3	1.0000	1.0000
2	2	0.5000	0.5000
15	3	0.4286	1.0000
5	3	0.5000	0.5000
21	4	0.8706	1.0000
7	5	0.5000	0.5000
5	2	0.4000	1.0000
8	3	0.7333	1.0000
7	4	1.0000	1.0000
