14	7	0.0004	[6 39 39 39 39 6 26 39 25 39 30 22 10 39 ]
10	4	0.0001	[25 6 6 25 10 10 25 6 25 20 ]
5	1	0.0021	[39 39 39 39 39 ]
4	1	0.0066	[25 25 25 25 ]
11	6	0.0536	[21 39 21 21 21 21 16 44 16 25 0 ]
14	4	0.0024	[25 25 25 25 25 25 16 25 25 38 25 38 39 39 ]
19	7	0.0936	[6 6 6 39 10 17 6 17 17 39 20 39 6 13 13 20 25 13 13 ]
8	2	0.0116	[39 25 25 25 25 25 25 25 ]
26	6	0.3466	[38 38 33 38 38 6 38 25 38 38 6 38 25 38 25 38 38 25 25 38 38 25 39 22 38 38 ]
7	4	0.0338	[38 25 20 25 25 20 17 ]
2	1	0.0003	[25 25 ]
18	5	0.3629	[38 39 39 38 33 38 38 20 17 38 17 38 17 17 17 38 20 38 ]
17	6	1.2265	[41 39 39 39 38 39 39 39 39 25 25 6 25 25 25 39 21 ]
9	4	0.0186	[38 25 39 25 39 25 39 25 6 ]
71	5	0.0814	[25 25 25 25 25 25 25 25 25 25 39 25 25 25 39 25 39 25 25 39 39 25 25 25 39 39 25 39 25 38 38 38 38 38 39 38 38 38 39 39 39 25 25 25 39 39 39 25 25 25 39 0 0 0 25 39 25 25 25 39 25 25 25 39 39 25 17 25 25 25 39 ]
12	3	0.0090	[25 25 25 25 38 39 25 25 25 25 25 25 ]
6	6	0.0017	[39 36 25 6 34 20 ]
8	2	0.0032	[25 25 25 25 25 39 39 39 ]
2	1	0.0002	[25 25 ]
3	3	0.0666	[20 0 10 ]
4	1	0.0001	[30 30 30 30 ]
7	7	0.0000	[36 18 25 30 10 26 20 ]
5	4	0.9370	[39 39 16 36 38 ]
53	10	0.3004	[25 25 25 25 34 42 21 6 25 42 25 25 25 25 6 25 25 6 25 25 25 25 25 25 44 25 39 25 39 39 6 42 6 39 39 20 25 25 42 25 25 6 6 20 20 20 14 25 25 25 25 20 22 ]
2	2	0.0000	[33 39 ]
8	5	0.0554	[7 34 13 13 13 39 22 13 ]
2	1	0.0000	[39 39 ]
29	4	1.0668	[38 38 38 38 38 38 39 38 38 25 25 25 38 38 6 39 39 38 38 39 39 6 25 25 25 38 38 6 25 ]
