14	7	0.0007	[6 39 39 39 39 6 26 39 25 39 30 22 10 39 ]
10	4	0.0002	[25 6 6 25 10 10 25 6 25 20 ]
5	1	0.0037	[39 39 39 39 39 ]
4	1	0.0095	[25 25 25 25 ]
11	6	0.0962	[21 39 21 21 21 21 16 44 16 25 0 ]
14	4	0.0150	[25 25 25 25 25 25 16 25 25 38 25 38 39 39 ]
19	7	0.1535	[6 6 6 39 10 17 6 17 17 39 20 39 6 13 13 20 25 13 13 ]
8	2	0.0088	[39 25 25 25 25 25 25 25 ]
26	6	0.3104	[38 38 33 38 38 6 38 25 38 38 6 38 25 38 25 38 38 25 25 38 38 25 39 22 38 38 ]
7	4	0.0629	[38 25 20 25 25 20 17 ]
2	1	0.0000	[25 25 ]
18	5	0.2767	[38 39 39 38 33 38 38 20 17 38 17 38 17 17 17 38 20 38 ]
17	6	1.5630	[41 39 39 39 38 39 39 39 39 25 25 6 25 25 25 39 21 ]
9	4	0.0072	[38 25 39 25 39 25 39 25 6 ]
71	5	0.6403	[25 25 25 25 25 25 25 25 25 25 39 25 25 25 39 25 39 25 25 39 39 25 25 25 39 39 25 39 25 38 38 38 38 38 39 38 38 38 39 39 39 25 25 25 39 39 39 25 25 25 39 0 0 0 25 39 25 25 25 39 25 25 25 39 39 25 17 25 25 25 39 ]
12	3	0.0375	[25 25 25 25 38 39 25 25 25 25 25 25 ]
6	6	0.0003	[39 36 25 6 34 20 ]
8	2	0.0039	[25 25 25 25 25 39 39 39 ]
2	1	0.0000	[25 25 ]
3	3	0.0608	[20 0 10 ]
4	1	0.0000	[30 30 30 30 ]
7	7	0.0443	[36 18 25 30 10 26 20 ]
5	4	0.9022	[39 39 16 36 38 ]
53	10	0.0535	[25 25 25 25 34 42 21 6 25 42 25 25 25 25 6 25 25 6 25 25 25 25 25 25 44 25 39 25 39 39 6 42 6 39 39 20 25 25 42 25 25 6 6 20 20 20 14 25 25 25 25 20 22 ]
2	2	0.0009	[33 39 ]
8	5	0.0248	[7 34 13 13 13 39 22 13 ]
2	1	0.0000	[39 39 ]
29	4	1.0743	[38 38 38 38 38 38 39 38 38 25 25 25 38 38 6 39 39 38 38 39 39 6 25 25 25 38 38 6 25 ]
8	5	0.0361	[25 25 7 20 39 23 39 25 ]
62	5	0.8602	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 38 19 25 25 25 39 38 25 25 25 39 30 30 25 30 ]
3	2	0.0036	[25 25 10 ]
8	3	0.4958	[25 39 38 38 39 25 25 38 ]
6	5	0.0066	[20 25 18 18 36 34 ]
6	3	0.0000	[25 20 20 20 25 16 ]
23	6	0.0246	[39 25 25 26 39 21 21 39 39 38 39 38 39 39 38 19 39 38 38 39 39 39 39 ]
38	7	0.0000	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 42 25 25 25 25 25 33 25 25 38 6 38 25 25 25 17 25 6 25 33 20 ]
5	5	0.0121	[6 37 20 23 30 ]
22	1	0.1280	[39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 ]
4	2	0.4790	[39 39 39 21 ]
72	9	1.3773	[38 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 38 38 38 38 25 38 38 38 38 38 25 25 1 25 39 25 38 6 25 25 39 20 25 25 25 25 39 25 11 25 25 39 38 14 25 25 25 25 22 22 ]
3	1	0.0279	[25 25 25 ]
2	1	0.0000	[38 38 ]
3	2	0.0000	[39 39 38 ]
5	2	0.0846	[30 30 33 30 30 ]
31	5	0.2979	[38 38 38 38 38 38 38 39 21 39 21 38 26 38 38 25 38 38 38 38 39 38 38 21 25 25 38 25 38 39 38 ]
16	2	0.6487	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 6 ]
57	1	1.7922	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 ]
7	3	0.2008	[6 6 6 39 21 39 39 ]
5	4	0.0000	[39 39 26 25 21 ]
5	5	0.0002	[39 21 25 11 42 ]
22	5	0.7076	[25 38 39 25 39 38 39 38 39 13 39 39 26 26 26 26 39 25 39 39 26 39 ]
5	4	0.0000	[20 25 25 39 22 ]
7	2	0.0038	[38 38 39 39 39 39 38 ]
23	5	0.3289	[25 25 38 25 25 25 38 25 25 25 25 25 25 20 25 39 25 25 25 25 25 6 25 ]
6	2	0.0000	[38 38 39 39 39 38 ]
8	3	0.0320	[25 25 38 38 39 39 38 39 ]
40	2	0.0003	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 38 ]
22	14	0.1964	[25 25 10 0 10 39 21 20 16 13 6 39 34 6 11 20 36 17 36 34 7 16 ]
10	5	0.0134	[16 20 20 20 39 21 0 39 39 39 ]
5	2	0.0249	[25 39 39 39 25 ]
5	3	0.0336	[39 39 23 23 25 ]
42	4	0.3875	[38 38 26 38 38 39 25 38 25 25 25 25 25 25 25 25 38 25 25 25 25 38 25 25 25 38 25 38 25 38 25 25 25 25 38 25 25 39 25 25 25 38 ]
6	2	0.0059	[25 39 39 39 39 39 ]
7	1	0.0252	[6 6 6 6 6 6 6 ]
7	4	0.0042	[25 23 1 1 20 25 25 ]
9	2	0.0000	[38 38 38 38 38 38 25 38 38 ]
14	3	0.0052	[38 39 38 25 25 38 38 38 25 38 38 39 25 25 ]
12	3	0.2557	[39 39 38 39 26 39 39 39 26 39 39 39 ]
10	2	0.1758	[25 38 38 38 38 38 38 38 38 25 ]
65	4	1.7617	[39 39 39 39 39 39 39 39 39 39 39 39 26 39 39 39 26 26 38 38 39 39 39 39 39 39 39 39 39 25 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 26 39 39 39 39 39 39 39 39 ]
106	1	1.5061	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 ]
2	2	0.0001	[39 38 ]
59	9	1.6080	[25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 38 25 10 6 25 38 22 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 23 26 25 25 25 25 25 25 25 25 13 25 25 25 25 25 25 25 25 13 30 25 ]
6	4	0.0089	[39 26 39 20 25 25 ]
57	4	1.4622	[39 25 38 39 38 39 38 38 39 39 39 39 39 39 39 39 39 39 39 25 39 39 39 39 26 39 39 39 39 26 39 39 26 39 39 39 39 39 39 39 26 39 39 39 39 39 26 39 39 39 39 39 39 39 39 39 39 ]
2	2	0.0250	[0 43 ]
21	1	0.0951	[38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 ]
2	1	0.0000	[39 39 ]
3	2	0.0016	[39 39 38 ]
8	3	0.3241	[25 25 25 25 25 25 20 16 ]
5	4	0.1408	[32 22 25 39 22 ]
5	3	0.0248	[38 25 25 25 39 ]
4	4	0.1455	[38 25 39 26 ]
