droid	0	0	0	1	0	0	0	0	2	0
tablet	0	0	0	1	2	0	0	0	2	5
NUM	0	0	0	1	4	0	0	0	1	23
so	0	0	0	1	2	0	0	0	1	10
far	0	0	0	1	1	0	0	0	1	2
my	0	0	0	1	3	0	0	0	2	5
wife	0	0	0	1	0	0	0	0	1	0
love	0	0	0	1	2	0	0	0	1	3
the	0	0	0	1	4	0	0	0	4	41
onli	0	0	0	1	1	0	0	0	1	3
thing	0	0	0	1	1	0	0	0	1	3
have	0	0	0	1	3	0	0	0	2	15
to	0	0	0	1	3	0	0	0	6	23
complain	0	0	0	1	0	0	0	0	1	0
about	0	0	0	1	1	0	0	0	1	1
is	0	0	0	1	3	0	0	0	3	25
that	0	0	0	1	4	0	0	0	4	7
it	0	0	0	1	4	0	0	0	4	21
doe	0	0	0	1	2	0	0	0	2	4
not	0	0	0	1	2	0	0	0	2	12
come	0	0	0	1	0	0	0	0	1	0
with	0	0	0	1	2	0	0	0	1	10
sim	0	0	0	1	0	0	0	0	1	0
card	0	0	0	1	0	0	0	0	1	0
you	0	0	0	1	2	0	0	0	1	8
get	0	0	0	1	2	0	0	0	1	7
through	0	0	0	1	0	0	0	0	1	0
your	0	0	0	1	0	0	0	0	1	0
carrier	0	0	0	1	0	0	0	0	1	0
appar	0	0	0	1	0	0	0	0	1	0
and	0	0	0	1	3	0	0	0	2	34
nowher	0	0	0	1	0	0	0	0	1	0
in	0	0	0	1	2	0	0	0	1	10
descript	0	0	0	1	0	0	0	0	1	0
of	0	0	0	1	1	0	0	0	2	4
product	0	0	0	1	0	0	0	0	1	0
mention	0	0	0	1	0	0	0	0	1	0
suggest	0	0	0	1	0	0	0	0	1	0
put	0	0	0	1	1	0	0	0	1	1
piec	0	0	0	1	0	0	0	0	1	0
inform	0	0	0	1	0	0	0	0	1	0
where	0	0	0	1	0	0	0	0	1	0
can	0	0	0	1	1	0	0	0	1	7
be	0	0	0	1	1	0	0	0	2	9
seen	0	0	0	1	0	0	0	0	1	0
easili	0	0	0	1	1	0	0	0	1	2
she	0	0	0	1	0	0	0	0	2	0
had	0	0	0	1	1	0	0	0	2	1
wait	0	0	0	1	0	0	0	0	1	0
over	0	0	0	1	1	0	0	0	1	1
week	0	0	0	1	0	0	0	0	1	0
befor	0	0	0	1	0	0	0	0	1	0
could	0	0	0	1	0	0	0	0	1	0
use	0	0	0	1	2	0	0	0	1	17
her	0	0	0	1	0	0	0	0	2	0
becaus	0	0	0	1	1	0	0	0	1	1
they	0	0	0	1	1	0	0	0	1	2
send	0	0	0	1	0	0	0	0	1	0
one	0	0	0	1	2	0	0	0	1	3
this	0	0	0	1	3	0	0	0	1	11
like	0	0	0	1	1	0	0	0	1	9
buy	0	0	0	1	0	0	0	0	1	0
brand	0	0	0	1	0	0	0	0	1	0
new	0	0	0	1	1	0	0	0	1	2
car	0	0	0	1	0	0	0	0	1	0
abl	0	0	0	1	0	0	0	0	1	0
drive	0	0	0	1	1	0	0	0	1	1
fantast	0	0	0	0	1	0	0	0	0	1
ic	0	0	0	0	1	0	0	0	0	2
on	0	0	0	0	2	0	0	0	0	10
xyboard	0	0	0	0	1	0	0	0	0	1
was	0	0	0	0	1	0	0	0	0	2
shaki	0	0	0	0	1	0	0	0	0	1
when	0	0	0	0	2	0	0	0	0	3
honeycomb	0	0	0	0	1	0	0	0	0	1
out	0	0	0	0	2	0	0	0	0	4
howev	0	0	0	0	2	0	0	0	0	2
onc	0	0	0	0	1	0	0	0	0	1
came	0	0	0	0	1	0	0	0	0	1
devic	0	0	0	0	2	0	0	0	0	6
realli	0	0	0	0	2	0	0	0	0	4
work	0	0	0	0	2	0	0	0	0	5
well	0	0	0	0	2	0	0	0	0	5
as	0	0	0	0	2	0	0	0	0	6
replac	0	0	0	0	1	0	0	0	0	1
for	0	0	0	0	2	0	0	0	0	17
eread	0	0	0	0	1	0	0	0	0	1
albeit	0	0	0	0	1	0	0	0	0	1
eink	0	0	0	0	1	0	0	0	0	1
way	0	0	0	0	2	0	0	0	0	2
better	0	0	0	0	2	0	0	0	0	2
outsid	0	0	0	0	1	0	0	0	0	1
right	0	0	0	0	1	0	0	0	0	1
form	0	0	0	0	1	0	0	0	0	2
factor	0	0	0	0	1	0	0	0	0	2
do	0	0	0	0	4	0	0	0	0	8
late	0	0	0	0	1	0	0	0	0	1
night	0	0	0	0	1	0	0	0	0	1
read	0	0	0	0	1	0	0	0	0	1
or	0	0	0	0	2	0	0	0	0	3
watch	0	0	0	0	2	0	0	0	0	2
movi	0	0	0	0	1	0	0	0	0	1
funni	0	0	0	0	1	0	0	0	0	1
part	0	0	0	0	1	0	0	0	0	1
spec	0	0	0	0	1	0	0	0	0	1
near	0	0	0	0	2	0	0	0	0	2
match	0	0	0	0	1	0	0	0	0	1
current	0	0	0	0	2	0	0	0	0	2
kindl	0	0	0	0	1	0	0	0	0	1
fire	0	0	0	0	1	0	0	0	0	1
hd	0	0	0	0	1	0	0	0	0	1
yet	0	0	0	0	2	0	0	0	0	2
has	0	0	0	0	2	0	0	0	0	3
been	0	0	0	0	2	0	0	0	0	3
year	0	0	0	0	1	0	0	0	0	1
also	0	0	0	0	2	0	0	0	0	2
4g	0	0	0	0	1	0	0	0	0	1
rock	0	0	0	0	1	0	0	0	0	1
great	0	0	0	0	1	0	0	0	0	9
convert	0	0	0	0	1	0	0	0	0	1
laptoptablet	0	0	0	0	1	0	0	0	0	2
note	0	0	0	0	1	0	0	0	0	3
model	0	0	0	0	1	0	0	0	0	4
list	0	0	0	0	1	0	0	0	0	3
sever	0	0	0	0	1	0	0	0	0	1
time	0	0	0	0	1	0	0	0	0	1
amazon	0	0	0	0	1	0	0	0	0	1
at	0	0	0	0	1	0	0	0	0	4
various	0	0	0	0	1	0	0	0	0	2
price	0	0	0	0	1	0	0	0	0	5
sure	0	0	0	0	1	0	0	0	0	2
shop	0	0	0	0	1	0	0	0	0	1
best	0	0	0	0	2	0	0	0	0	5
seem	0	0	0	0	1	0	0	0	0	5
an	0	0	0	0	2	0	0	0	0	6
earli	0	0	0	0	1	0	0	0	0	1
yoga	0	0	0	0	1	0	0	0	0	6
excel	0	0	0	0	1	0	0	0	0	2
laptop	0	0	0	0	1	0	0	0	0	5
minihd	0	0	0	0	1	0	0	0	0	1
tv	0	0	0	0	1	0	0	0	0	1
what	0	0	0	0	1	0	0	0	0	1
version	0	0	0	0	1	0	0	0	0	1
improv	0	0	0	0	2	0	0	0	0	2
mani	0	0	0	0	1	0	0	0	0	4
issu	0	0	0	0	1	0	0	0	0	5
which	0	0	0	0	1	0	0	0	0	1
plagu	0	0	0	0	1	0	0	0	0	1
earlier	0	0	0	0	1	0	0	0	0	1
lest	0	0	0	0	1	0	0	0	0	1
mine	0	0	0	0	1	0	0	0	0	1
no	0	0	0	0	1	0	0	0	0	7
wifi	0	0	0	0	1	0	0	0	0	1
trackpad	0	0	0	0	1	0	0	0	0	2
disk	0	0	0	0	1	0	0	0	0	1
portion	0	0	0	0	1	0	0	0	0	1
mess	0	0	0	0	1	0	0	0	0	1
just	0	0	0	0	1	0	0	0	0	1
veri	0	0	0	0	1	0	0	0	0	26
nice	0	0	0	0	1	0	0	0	0	8
good	0	0	0	0	1	0	0	0	0	16
keyboard	0	0	0	0	1	0	0	0	0	2
display	0	0	0	0	1	0	0	0	0	8
perform	0	0	0	0	1	0	0	0	0	5
innov	0	0	0	0	1	0	0	0	0	1
designit	0	0	0	0	1	0	0	0	0	1
perfect	0	0	0	0	1	0	0	0	0	2
but	0	0	0	0	2	0	0	0	0	12
function	0	0	0	0	1	0	0	0	0	4
design	0	0	0	0	1	0	0	0	0	5
execut	0	0	0	0	1	0	0	0	0	1
solid	0	0	0	0	1	0	0	0	0	1
build	0	0	0	0	1	0	0	0	0	1
qualiti	0	0	0	0	1	0	0	0	0	1
if	0	0	0	0	2	0	0	0	0	5
think	0	0	0	0	1	0	0	0	0	4
will	0	0	0	0	2	0	0	0	0	5
pleas	0	0	0	0	1	0	0	0	0	1
here	0	0	0	0	1	0	0	0	0	1
are	0	0	0	0	1	0	0	0	0	6
i5	0	0	0	0	1	0	0	0	0	2
base	0	0	0	0	1	0	0	0	0	1
experi	0	0	0	0	1	0	0	0	0	3
bit	0	0	0	0	1	0	0	0	0	4
larger	0	0	0	0	1	0	0	0	0	1
than	0	0	0	0	1	0	0	0	0	4
expect	0	0	0	0	1	0	0	0	0	1
still	0	0	0	0	1	0	0	0	0	4
reason	0	0	0	0	1	0	0	0	0	1
portabl	0	0	0	0	1	0	0	0	0	2
slim	0	0	0	0	1	0	0	0	0	1
ever	0	0	0	0	1	0	0	0	0	1
resolut	0	0	0	0	1	0	0	0	0	1
screen	0	0	0	0	1	0	0	0	0	2
size	0	0	0	0	1	0	0	0	0	2
leav	0	0	0	0	1	0	0	0	0	1
text	0	0	0	0	1	0	0	0	0	1
readabl	0	0	0	0	1	0	0	0	0	2
photo	0	0	0	0	1	0	0	0	0	1
moviesvideo	0	0	0	0	1	0	0	0	0	1
graphic	0	0	0	0	1	0	0	0	0	2
bright	0	0	0	0	1	0	0	0	0	3
black	0	0	0	0	1	0	0	0	0	3
level	0	0	0	0	1	0	0	0	0	1
video	0	0	0	0	1	0	0	0	0	2
small	0	0	0	0	1	0	0	0	0	1
critic	0	0	0	0	1	0	0	0	0	1
much	0	0	0	0	1	0	0	0	0	7
detail	0	0	0	0	1	0	0	0	0	1
preserv	0	0	0	0	1	0	0	0	0	1
ve	0	0	0	0	1	0	0	0	0	1
anyth	0	0	0	0	2	0	0	0	0	2
aw	0	0	0	0	1	0	0	0	0	1
most	0	0	0	0	1	0	0	0	0	1
never	0	0	0	0	1	0	0	0	0	1
notic	0	0	0	0	1	0	0	0	0	3
some	0	0	0	0	1	0	0	0	0	4
truli	0	0	0	0	1	0	0	0	0	1
ncie	0	0	0	0	1	0	0	0	0	1
am	0	0	0	0	3	0	0	0	0	7
quit	0	0	0	0	1	0	0	0	0	3
content	0	0	0	0	1	0	0	0	0	1
view	0	0	0	0	1	0	0	0	0	1
angl	0	0	0	0	1	0	0	0	0	1
color	0	0	0	0	1	0	0	0	0	1
vivid	0	0	0	0	1	0	0	0	0	1
anyon	0	0	0	0	1	0	0	0	0	1
happi	0	0	0	0	1	0	0	0	0	2
itkeyboard	0	0	0	0	1	0	0	0	0	1
