savvi	1	4	2	9	3	1	4	2	11	3
frequenc	4	4	8	2	1	4	8	8	2	1
snappi	0	3	1	5	10	0	3	1	6	10
mother	1	4	4	3	7	1	7	4	3	10
flat	2	1	6	5	5	2	1	6	5	5
720p	2	3	3	4	8	2	3	3	4	8
1gb	3	3	3	4	7	3	4	3	4	8
highest	2	2	0	7	9	2	2	0	7	9
stolen	3	2	4	7	4	3	3	4	7	4
forum	6	4	3	3	4	6	4	3	4	4
snapdragon	2	3	1	5	9	2	5	1	10	14
familiar	2	1	1	8	8	2	1	1	8	8
ms	2	2	3	6	7	2	4	4	6	8
firmwar	6	1	3	6	4	7	3	6	7	4
reader	4	2	3	4	7	5	2	3	4	7
combin	2	2	2	6	8	2	2	2	8	8
downsid	0	0	3	11	6	0	0	3	12	6
dedic	1	1	3	6	9	1	1	3	6	9
breez	0	1	1	3	15	0	1	1	3	16
preinstal	1	1	3	6	9	1	1	3	6	11
brought	8	5	2	2	3	11	7	2	2	3
report	9	2	2	4	3	11	3	2	6	3
hotspot	1	3	4	8	4	4	6	4	13	4
builtin	2	2	5	8	3	2	4	6	10	3
ringer	0	3	4	8	5	0	3	4	8	6
upset	9	8	3	0	0	9	8	3	0	0
fell	4	5	2	2	7	4	5	2	2	7
sleep	4	4	2	7	3	4	6	2	8	3
agre	4	5	3	5	3	4	5	3	5	3
bargain	0	0	5	3	12	0	0	5	4	14
drag	0	3	4	8	5	0	3	4	8	6
equip	8	4	3	2	3	9	5	3	2	3
shortcut	1	1	6	7	5	1	1	8	8	8
effici	0	1	2	7	10	0	1	2	8	14
slick	0	1	5	6	8	0	1	6	6	8
kill	2	6	5	4	3	2	6	5	4	3
sms	2	4	3	6	5	2	4	3	9	7
stori	6	6	3	2	3	9	7	4	2	3
cancel	8	6	2	3	2	10	14	2	3	3
crisp	1	1	2	6	11	1	1	2	7	11
1st	4	5	1	7	4	4	7	2	8	5
disconnect	4	10	6	0	1	4	11	8	0	1
de	6	2	2	3	2	15	7	8	3	5
el	6	1	1	1	3	21	5	7	1	8
4gb	3	0	4	6	8	4	0	4	6	10
focus	1	1	5	6	8	1	1	5	8	10
swap	3	4	5	4	5	4	4	6	4	7
chat	1	1	5	8	6	1	1	7	10	6
unus	7	8	1	3	1	7	10	1	3	1
fanci	2	1	3	7	8	2	1	3	7	8
lucki	8	3	3	4	3	9	3	3	4	3
joke	9	4	6	1	1	10	5	6	1	1
polici	9	4	4	2	2	10	5	4	2	2
floor	7	4	1	2	7	7	4	1	2	8
invest	3	6	3	4	5	5	6	3	5	5
flimsi	1	6	3	7	4	1	7	5	7	4
indoor	1	2	8	7	3	1	3	8	7	4
ahead	5	3	1	5	7	5	4	1	7	7
prevent	5	1	4	7	4	5	1	4	8	4
explor	1	1	7	6	6	1	1	7	8	6
delay	6	6	1	5	3	6	7	1	6	3
layout	2	3	2	9	6	2	3	2	9	6
eye	1	3	2	5	11	1	4	2	5	11
superb	0	2	2	3	15	0	2	2	3	17
wow	2	1	2	2	15	2	1	2	2	17
head	7	4	3	4	4	7	5	3	12	10
ghz	2	3	0	8	9	2	5	0	19	16
instant	3	1	2	7	9	3	1	3	7	10
input	4	2	8	4	4	4	2	14	4	5
till	4	2	4	8	4	4	2	4	8	4
popular	1	3	1	9	8	1	3	1	9	8
decis	2	5	4	4	7	2	5	4	7	7
kit	1	2	4	11	4	1	2	4	17	6
match	2	4	1	8	7	2	4	1	10	7
advis	7	3	5	2	5	7	3	5	2	5
doubt	3	5	2	6	6	3	5	2	6	6
incom	2	6	3	4	7	2	6	5	5	7
zoom	3	1	1	10	7	6	1	3	10	7
ignor	4	3	4	6	5	4	3	5	7	5
man	2	4	4	5	7	2	4	4	7	7
hassl	4	10	5	1	2	5	11	5	1	2
folder	2	1	3	8	8	2	1	3	11	11
a1200	2	0	2	9	9	2	0	3	12	14
metal	3	2	3	6	8	4	2	3	6	16
china	5	3	1	4	9	5	3	1	4	9
began	7	7	2	2	4	10	8	2	2	4
prior	6	1	3	4	8	6	1	4	5	8
venezuela	5	2	4	5	1	8	2	6	6	1
age	3	6	2	5	6	3	6	3	5	6
retail	4	5	4	5	4	5	5	4	5	5
digit	2	5	3	7	5	2	5	4	10	5
voicemail	6	5	5	4	2	8	6	8	4	2
block	6	5	5	4	3	11	5	5	5	3
dad	4	3	1	7	8	5	5	1	8	9
construct	0	4	4	5	10	0	4	5	5	10
bang	2	3	1	7	10	2	3	1	9	10
admit	6	1	1	5	10	7	1	1	5	11
egg	3	2	3	8	7	3	2	5	10	7
appreci	3	3	5	7	5	3	3	6	9	5
win	2	3	2	7	9	2	3	5	7	15
accident	4	3	5	7	4	5	3	5	7	4
school	1	2	5	8	7	1	2	5	8	7
torch	2	3	10	7	1	2	3	12	8	1
iii	4	1	3	6	9	6	2	3	10	10
surfac	3	3	3	8	6	3	3	4	9	6
cingular	4	3	2	10	3	4	4	2	15	5
ming	3	1	3	10	6	3	1	3	15	10
convert	2	3	1	8	9	3	3	1	15	11
mms	3	9	3	4	4	5	12	7	4	5
command	1	2	5	9	6	1	3	7	23	7
slip	2	2	3	4	12	2	2	3	4	12
wise	1	6	4	5	7	1	6	5	5	8
bodi	2	3	2	6	10	2	3	2	12	13
