phone_1_1,phone_1_2
135,9,3,93,
37,2,3,6,
44,1,1,2,
Normal Kappa,0.8969072164948453
Intra Kappa,0.6428571428571429
Inter Kappa,0.6444444444444447
phone_1_2,phone_1_3
136,2,4,98,
37,3,3,5,
44,1,3,0,
Normal Kappa,0.9487179487179487
Intra Kappa,0.5499999999999998
Inter Kappa,-0.03225806451612996
phone_1_3,phone_1_1
136,4,8,92,
37,3,2,6,
44,3,1,0,
Normal Kappa,0.8965517241379309
Intra Kappa,0.6428571428571429
Inter Kappa,-0.03225806451612996
phone_2_1,phone_2_2
185,3,7,45,
42,0,2,4,
44,0,3,1,
Normal Kappa,0.8737373737373738
Intra Kappa,0.7777777777777781
Inter Kappa,0.3793103448275861
phone_2_2,phone_2_3
184,8,3,45,
43,1,1,3,
43,4,1,0,
Normal Kappa,0.862155388471178
Intra Kappa,0.7272727272727277
Inter Kappa,-0.034482758620689544
phone_2_3,phone_2_1
184,3,4,49,
42,2,0,4,
41,3,3,1,
Normal Kappa,0.9146688338073953
Intra Kappa,0.7777777777777781
Inter Kappa,0.1818181818181825
