-1387.18552	-2.34303	-92771.59075	-49106.11306	6	0.82932	0.94284
-1343.17333	-1.92250	-90251.41811	-49165.85247	6	0.83505	0.94454
-1383.34252	-1.85032	-87378.62728	-49209.36636	6	0.83020	0.94307
-1378.36430	-1.05782	-83698.04369	-49316.93945	6	0.83022	0.94422
-1369.46239	-0.75894	-83623.66948	-49292.17973	7	0.82943	0.94399
-1369.49745	-1.05794	-82053.99858	-49326.84334	7	0.82950	0.94446
-1337.25444	-0.35990	-82159.83557	-49328.95055	7	0.83040	0.94450
-1319.66812	-0.35981	-79900.99913	-49394.80087	7	0.82961	0.94466
-1385.40546	-0.95781	-78682.01329	-49417.03194	7	0.82849	0.94449
-1378.34380	-0.48857	-80208.53591	-49379.52359	7	0.82912	0.94464
-1367.34234	-0.80638	-79267.66359	-49393.43118	7	0.82939	0.94444
-1425.52513	-4.43274	-81618.50643	-49336.00970	7	0.82942	0.94437
-1538.36182	-15.25447	-83366.40090	-49274.26844	7	0.82938	0.94442
-1752.24496	-20.00854	-86518.56892	-49151.94488	7	0.83037	0.94441
-1821.67939	-20.27351	-86510.52787	-49130.13525	7	0.82938	0.94422
-1767.78279	-20.23229	-87967.39920	-49092.94299	7	0.82937	0.94423
-1787.93566	-20.18681	-85220.60353	-49160.90052	7	0.82964	0.94432
-1762.03132	-20.24217	-85656.09349	-49147.83582	7	0.82836	0.94443
-1827.34759	-20.71670	-86292.05818	-49138.24801	7	0.82844	0.94444
-1862.04713	-20.68646	-85202.76894	-49163.85062	7	0.82662	0.94406
-1777.91445	-20.48924	-85535.98509	-49148.78407	7	0.83019	0.94452
-1789.32575	-20.41713	-85491.39457	-49144.99109	7	0.82768	0.94417
-1774.72523	-20.31237	-86464.80440	-49123.39218	7	0.82630	0.94404
-1785.33629	-20.24453	-86312.01535	-49128.55485	7	0.82598	0.94389
-1755.57337	-19.92569	-85042.91061	-49159.32012	7	0.82893	0.94466
-1775.87750	-19.32593	-85608.50203	-49145.20181	7	0.82665	0.94415
-1782.27514	-19.55379	-85834.00768	-49137.29977	7	0.82811	0.94431
-1791.84318	-20.01363	-84573.24264	-49161.53269	7	0.82651	0.94412
-1767.05925	-19.70557	-84979.17738	-49163.42918	7	0.82638	0.94404
-1849.66062	-19.85531	-84635.50567	-49169.75081	7	0.82616	0.94399
-1786.21928	-19.45422	-84340.04291	-49161.84877	7	0.82665	0.94411
-1823.75906	-23.39963	-84710.47617	-49172.80626	8	0.82671	0.94414
-1648.01895	-18.23707	-88358.91485	-49091.04650	7	0.82670	0.94414
-1618.19245	-17.89464	-88095.04480	-49083.98735	7	0.82777	0.94444
-1617.33033	-17.60293	-88757.08890	-49061.65092	7	0.82713	0.94406
-1611.05571	-17.41110	-87603.84063	-49102.10936	7	0.82757	0.94411
-1582.22449	-16.21309	-87642.04506	-49102.63616	7	0.82713	0.94406
-1562.16557	-15.73147	-88525.94008	-49084.51415	8	0.82730	0.94405
-1592.71544	-17.11009	-87586.70912	-49109.48459	8	0.82681	0.94374
-1779.41681	-29.73588	-88717.39737	-49059.22763	8	0.82675	0.94362
-1922.15037	-33.13985	-89134.42401	-49038.47161	8	0.82669	0.94365
-1884.77401	-31.31281	-89159.03039	-49023.40505	8	0.82670	0.94366
-1892.78821	-30.38689	-90108.79111	-49008.12778	8	0.82656	0.94360
-1828.26510	-28.21907	-87529.80819	-49069.76368	8	0.82654	0.94358
-1765.67954	-25.82738	-88280.98141	-49050.69343	8	0.82611	0.94343
-1717.02783	-24.25078	-86842.45635	-49087.46424	9	0.82743	0.94364
-1710.20231	-23.16105	-86424.22050	-49100.31823	9	0.82787	0.94371
-1680.43975	-22.79523	-84937.94234	-49143.93748	8	0.82811	0.94376
-1660.05769	-21.79354	-87066.14571	-49079.77293	8	0.82809	0.94377
-1669.03407	-20.78943	-84487.55987	-49158.89867	8	0.82798	0.94372
-1710.39921	-21.10437	-85054.80511	-49128.55485	8	0.82824	0.94394
-1723.07063	-21.69143	-84503.40627	-49153.63065	8	0.82978	0.94429
-1842.71639	-29.50805	-85696.01838	-49116.33303	8	0.82987	0.94431
-2044.41358	-35.45308	-86273.52762	-49102.21472	8	0.82981	0.94432
-2088.74436	-33.82092	-86800.47734	-49066.07606	8	0.82923	0.94428
-2097.99804	-32.64379	-85453.46820	-49087.46424	8	0.82967	0.94435
-2122.60372	-32.46825	-86442.56532	-49063.65277	8	0.82975	0.94439
-2167.70164	-31.90146	-85467.51354	-49083.77663	8	0.82990	0.94450
-2163.06917	-30.05181	-85575.82973	-49071.55481	8	0.82978	0.94447
-2195.57678	-29.27562	-85615.64238	-49072.18697	8	0.82974	0.94445
-2290.21500	-31.08532	-86729.46146	-49043.21283	8	0.82961	0.94442
-2294.49353	-31.52833	-84379.42974	-49112.75077	8	0.82959	0.94442
-2233.28976	-31.36723	-85186.45127	-49086.83208	8	0.82933	0.94434
-2245.57102	-29.60642	-85770.15723	-49076.08531	8	0.82952	0.94440
-2225.93645	-27.30180	-85651.37121	-49070.18512	8	0.82989	0.94452
-2233.03278	-26.68893	-84635.87946	-49096.94669	8	0.82971	0.94449
-2226.47142	-28.00764	-84706.57805	-49105.05945	8	0.82994	0.94453
-2243.73493	-27.82826	-85132.97305	-49087.35888	8	0.82948	0.94443
-2258.65418	-27.13225	-85127.39796	-49079.56221	9	0.82938	0.94441
-2240.91343	-25.78609	-84207.71215	-49103.37368	9	0.82940	0.94454
-2217.44276	-27.55900	-85052.38301	-49085.04095	9	0.82937	0.94448
-2097.78392	-24.48190	-84065.02135	-49111.27572	9	0.82942	0.94451
-2040.76150	-22.54487	-84351.96122	-49083.14446	9	0.82921	0.94448
-2069.82615	-23.98614	-82995.07591	-49128.02804	9	0.82922	0.94449
-2043.77079	-23.42811	-83865.13376	-49104.74337	9	0.82970	0.94469
-2059.50297	-22.37593	-82717.60905	-49135.71936	9	0.83083	0.94494
-2020.39767	-21.50074	-82770.34692	-49131.71566	9	0.83066	0.94489
-1922.05333	-18.93598	-82328.59596	-49142.56779	9	0.83089	0.94495
-1931.79625	-18.23926	-80897.93672	-49197.77670	9	0.83096	0.94499
-1935.11315	-18.74817	-81613.67087	-49160.47908	10	0.83096	0.94494
-1926.95136	-17.34317	-81480.03842	-49158.47723	9	0.83070	0.94473
-1868.47081	-15.39634	-80209.10122	-49211.05213	9	0.83107	0.94485
-1837.31869	-13.59772	-80725.37101	-49185.87097	9	0.83196	0.94485
-1802.43443	-12.74926	-80462.59322	-49197.24990	9	0.83321	0.94495
-1708.39678	-10.68977	-80608.37597	-49197.88207	9	0.83306	0.94488
-1645.46513	-9.09665	-81257.84914	-49169.32937	9	0.83347	0.94497
-1607.12246	-7.92804	-80686.49278	-49184.60664	9	0.83353	0.94499
-1563.66510	-6.68419	-79653.75005	-49227.38301	9	0.83350	0.94498
-1542.13355	-6.19086	-80726.39523	-49196.72310	9	0.83382	0.94509
-1526.86822	-5.79142	-80220.43455	-49203.57153	9	0.83385	0.94511
-1466.64421	-5.98816	-80989.17822	-49177.86357	9	0.83237	0.94486
-1513.73452	-6.19011	-79685.62272	-49222.32571	9	0.83258	0.94491
-1537.65054	-7.25133	-80990.33532	-49197.35526	9	0.83218	0.94481
-1634.77804	-11.75005	-81128.18037	-49184.39592	9	0.83238	0.94499
-1476.75862	-7.43750	-80647.37878	-49213.58078	9	0.83221	0.94498
-1423.48932	-6.43214	-82252.88543	-49152.26096	9	0.83221	0.94498
-1413.82314	-6.04539	-80968.03368	-49194.29981	9	0.83373	0.94504
-1414.96071	-5.62392	-81351.61580	-49173.22770	9	0.83373	0.94505
-1387.44820	-5.24070	-81204.94795	-49184.07984	9	0.83377	0.94507
-1376.41779	-5.31380	-81136.72722	-49190.50683	9	0.83374	0.94507
