1092	860	613	931	641	503	442	12	0
860	3178	1239	1701	1231	1019	723	15	759
613	1239	1830	1312	966	783	573	0	0
931	1701	1312	3566	1290	1026	771	24	772
641	1231	966	1290	1832	761	562	16	533
503	1019	783	1026	761	1332	476	0	469
442	723	573	771	562	476	668	8	0
12	15	0	24	16	0	8	0	17
0	759	0	772	533	469	0	17	668
