0.024535316,0.3756613757,0.037037037,0.0899470899,0.0423280423,0.0423280423,0.0158730159,0.0264550265,0.0476190476,0.0423280423,0.0317460317,0.037037037,0.0052910053,0.0423280423,0.0317460317,0.0211640212,0,0.0052910053,0.0105820106,0.0052910053,0.0052910053,0.0052910053,0.0052910053,0,0.0105820106,0,0.037037037,0.0052910053,0,0.0105820106,0.0105820106
0.0275092937,0.0276243094,0.5138121547,0.0386740331,0.0276243094,0.0193370166,0.0276243094,0.0248618785,0.0303867403,0.0248618785,0.0331491713,0.0193370166,0.0193370166,0.0193370166,0.0303867403,0.0248618785,0,0,0.0110497238,0.0165745856,0.0027624309,0,0.0027624309,0.0110497238,0.0055248619,0.0027624309,0.0497237569,0.0082872928,0,0.0055248619,0.0027624309
0.1092936803,0.02,0.032,0.498,0.038,0.018,0.024,0.018,0.008,0.036,0.036,0.032,0.002,0.046,0.048,0.036,0.002,0.014,0,0.016,0.002,0.002,0.002,0.004,0.006,0.004,0.024,0.004,0.002,0.024,0.002
0.03866171,0.021875,0.04375,0.046875,0.459375,0.021875,0.01875,0.028125,0.009375,0.03125,0.040625,0.0125,0.03125,0.0125,0.01875,0.03125,0.015625,0.025,0.003125,0,0.00625,0.00625,0.00625,0.0125,0.009375,0.015625,0.046875,0.003125,0,0.0125,0.009375
0.0215613383,0.036809816,0.036809816,0.0613496933,0.0674846626,0.3619631902,0.0122699387,0.0306748466,0.0061349693,0.0061349693,0.0490797546,0.0429447853,0.0490797546,0.018404908,0.018404908,0.036809816,0.018404908,0.0306748466,0,0.0122699387,0,0.0122699387,0.0122699387,0,0.0061349693,0.0122699387,0.0490797546,0.0061349693,0.0061349693,0,0
0.0237918216,0.0431654676,0.0503597122,0.071942446,0.0215827338,0.0287769784,0.3021582734,0.035971223,0.0287769784,0.0287769784,0.0575539568,0.035971223,0.0143884892,0.0503597122,0.0215827338,0.0143884892,0.0143884892,0.0071942446,0,0.0215827338,0.0071942446,0,0.0287769784,0.0215827338,0,0,0.035971223,0.0143884892,0,0.0287769784,0.0143884892
0.0669144981,0.0253164557,0.0506329114,0.0421940928,0.029535865,0.0506329114,0.0421940928,0.2953586498,0.0421940928,0.0379746835,0.0506329114,0.0126582278,0.0210970464,0.0168776371,0.029535865,0.0126582278,0.0168776371,0.0168776371,0,0.05907173,0.0168776371,0.0042194093,0,0.0126582278,0.0084388186,0.0126582278,0.0337552743,0.029535865,0.0042194093,0.0168776371,0.0084388186
0.0215613383,0.0229007634,0.0916030534,0.0381679389,0.0458015267,0.0152671756,0,0.0610687023,0.3129770992,0.0381679389,0.0305343511,0.0381679389,0.0152671756,0.0152671756,0.0610687023,0.0229007634,0.0152671756,0.0458015267,0.0076335878,0.0076335878,0,0,0.0152671756,0,0,0.0152671756,0.0458015267,0.0229007634,0,0.0076335878,0.0076335878
0.0275092937,0.0380952381,0.0142857143,0.0523809524,0.0666666667,0.0142857143,0.019047619,0.0095238095,0.019047619,0.4333333333,0.0333333333,0.0380952381,0.0285714286,0.0047619048,0.0142857143,0.0238095238,0.019047619,0.0333333333,0.0095238095,0.0238095238,0.0047619048,0.019047619,0.0095238095,0.0142857143,0,0.0047619048,0.019047619,0.0095238095,0,0.0142857143,0.0095238095
0.0178438662,0.0216049383,0.0339506173,0.0524691358,0.0432098765,0.0308641975,0.012345679,0.0092592593,0.0154320988,0.0092592593,0.5308641975,0.0308641975,0.0277777778,0.0308641975,0.0216049383,0.037037037,0.0061728395,0.0154320988,0.0030864198,0.0092592593,0.0030864198,0.0061728395,0.0061728395,0.0030864198,0.0061728395,0,0.024691358,0,0,0.0061728395,0.0030864198
