0.0611476952,0.3993174061,0.0341296928,0.0409556314,0.0341296928,0.0409556314,0.0546075085,0.0307167235,0.0170648464,0.0443686007,0.0375426621,0.0409556314,0.0204778157,0.0136518771,0,0.0136518771,0.0068259386,0.0273037543,0.0170648464,0.023890785,0.0136518771,0.0204778157,0.0068259386,0.0102389078,0.0204778157,0.023890785,0.0068259386
0.0216368768,0.0676328502,0.4589371981,0.0869565217,0.0144927536,0.0193236715,0.0289855072,0.0531400966,0.0193236715,0.038647343,0.0483091787,0.0241545894,0.0193236715,0.0144927536,0.0048309179,0,0.0096618357,0.0144927536,0,0.0048309179,0.0096618357,0.0048309179,0.0096618357,0,0.0096618357,0.0289855072,0.0096618357
0.074317968,0.0518518519,0.0407407407,0.4222222222,0.0444444444,0.0296296296,0.0444444444,0.0333333333,0.0481481481,0.0407407407,0.0444444444,0.037037037,0.0148148148,0.0296296296,0.0185185185,0.0148148148,0,0.0185185185,0.0037037037,0,0.0148148148,0.0074074074,0.0148148148,0,0.0148148148,0.0037037037,0.0074074074
0.0385700847,0.052173913,0.0565217391,0.0434782609,0.4434782609,0.0173913043,0.0434782609,0.052173913,0.0304347826,0.0695652174,0.0304347826,0.0260869565,0.0173913043,0.0130434783,0.0173913043,0.0130434783,0,0,0.0130434783,0,0.0043478261,0.0043478261,0.0130434783,0.0086956522,0.0043478261,0.0173913043,0.0086956522
0.0376293509,0.0751445087,0.0462427746,0.0462427746,0.0289017341,0.3410404624,0.0289017341,0.0404624277,0.0578034682,0.063583815,0.0462427746,0.0462427746,0.0173410405,0.0173410405,0.0057803468,0.0289017341,0,0.0057803468,0,0.0057803468,0.0173410405,0.0057803468,0.0115606936,0.0057803468,0,0.0404624277,0.0173410405
0.0282220132,0.0764705882,0.0470588235,0.0352941176,0.0705882353,0.0352941176,0.3705882353,0.0588235294,0.0117647059,0.0235294118,0.0352941176,0.0235294118,0.0352941176,0.0294117647,0.0058823529,0.0235294118,0.0117647059,0.0352941176,0,0,0.0058823529,0,0,0.0176470588,0.0058823529,0.0294117647,0.0117647059
0.0376293509,0.025974026,0.025974026,0.0303030303,0.0519480519,0.038961039,0.0346320346,0.4242424242,0.0432900433,0.0822510823,0.038961039,0.0432900433,0.0216450216,0.0303030303,0,0.0086580087,0.012987013,0.0086580087,0,0,0,0.0216450216,0.012987013,0.0043290043,0.0086580087,0.0216450216,0.0086580087
0.0376293509,0.067114094,0.0402684564,0.0604026846,0.0738255034,0.0268456376,0.0402684564,0.0469798658,0.3691275168,0.0268456376,0.0402684564,0.0402684564,0.0134228188,0.0536912752,0.0067114094,0.0134228188,0.0067114094,0.0067114094,0.0067114094,0.0134228188,0.0134228188,0,0.0067114094,0,0.0067114094,0.0134228188,0.0067114094
0.0479774224,0.0526315789,0.0340557276,0.040247678,0.0371517028,0.0371517028,0.0092879257,0.040247678,0.0123839009,0.5448916409,0.0092879257,0.0340557276,0.0185758514,0.0309597523,0.0061919505,0.0061919505,0.0030959752,0.0061919505,0,0.0061919505,0.0092879257,0.0061919505,0,0.0030959752,0.0123839009,0.0247678019,0.0154798762
0.0319849483,0.0787878788,0.0727272727,0.0909090909,0.0363636364,0.0242424242,0.0545454545,0.0363636364,0.0303030303,0.0303030303,0.3151515152,0.0363636364,0.0121212121,0.0121212121,0.0181818182,0.0303030303,0.0121212121,0.0424242424,0.0121212121,0.0121212121,0.0060606061,0.0121212121,0.0060606061,0,0,0.0121212121,0.0060606061
