14	7	0.0201
10	4	0.0000
4	1	0.0058
18	5	0.1061
11	6	0.0553
5	1	0.0009
14	4	0.0209
8	2	0.0061
7	4	0.1472
2	1	0.0013
17	6	0.2160
26	6	0.2751
19	7	0.0854
12	3	0.0353
71	5	0.3067
6	6	0.0024
8	2	0.0001
4	1	0.0157
2	1	0.0000
3	3	0.0653
7	7	0.5673
5	4	0.3941
9	4	0.0175
8	5	0.0149
2	1	0.0000
72	9	0.6660
53	10	0.5204
3	2	0.0000
2	2	0.0014
62	5	1.1541
38	7	1.9987
5	5	0.0155
23	6	0.0224
8	3	0.1257
6	5	0.0094
6	3	0.0000
42	4	1.0374
29	4	0.8736
40	2	1.4794
57	1	1.8296
8	5	0.3160
3	2	0.0008
16	2	0.8616
7	3	0.2563
7	1	0.0290
5	4	0.0009
5	5	0.0000
5	4	0.0000
7	2	0.0046
22	1	0.5947
31	5	0.5600
4	2	0.8971
3	1	0.0520
2	1	0.0000
8	3	0.0470
57	4	1.1638
5	2	0.1013
23	5	0.4975
5	3	0.0318
21	1	0.0786
6	2	0.0000
22	14	0.0664
22	5	0.3006
5	4	0.1667
3	1	0.1078
10	5	0.0009
18	1	0.4678
7	4	0.0025
5	2	0.0603
7	1	0.3534
6	2	0.0086
9	2	0.0000
12	3	0.6085
6	4	0.0532
106	1	0.6664
3	2	0.0008
14	3	0.0014
15	2	1.6775
21	1	0.4648
10	2	0.1968
5	3	0.0863
5	3	0.0081
2	2	0.0043
2	2	0.0005
2	2	0.0112
2	1	0.0000
12	2	0.0066
2	2	0.0000
2	1	0.0000
65	4	1.9501
8	3	0.0278
59	9	0.0000
14	5	0.3518
5	3	0.0275
4	4	0.0292
10	7	0.0363
8	2	0.0156
43	5	0.4149
2	2	0.0014
6	2	0.3709
12	3	0.3879
64	4	1.8510
70	3	0.6547
12	3	0.0016
9	4	1.5175
49	3	1.9992
5	3	0.0021
4	2	0.0002
5	2	0.4540
8	4	0.0132
36	11	0.0434
8	7	0.0000
8	1	0.8994
11	2	0.0818
2	2	0.0050
5	3	0.5787
3	2	0.0031
8	2	0.0353
17	1	0.0002
2	1	0.0000
13	5	0.3647
4	3	0.2418
9	3	0.0055
3	1	0.0001
5	3	0.3307
4	3	0.0021
5	3	0.0000
4	1	0.0001
62	6	0.9332
2	2	0.1451
4	2	0.0246
4	3	0.0052
8	2	0.0728
7	2	0.4415
27	2	0.9113
10	3	0.0076
6	5	0.0022
3	3	0.0000
6	6	0.1028
3	3	0.0031
13	7	0.1602
3	1	0.0068
8	4	0.4257
11	1	0.1635
12	1	0.3481
3	2	0.2444
8	4	0.1840
38	4	0.8977
4	3	0.1660
45	2	0.8313
16	5	0.0031
38	6	0.0130
5	1	0.0480
29	2	0.0000
3	3	0.0366
3	1	0.0027
2	1	0.0000
15	3	0.3334
6	2	0.0000
9	2	0.0000
10	4	0.0131
5	2	0.0000
24	9	0.1421
16	4	0.0040
5	1	0.0721
87	5	1.5686
7	2	0.0959
7	4	0.0845
16	5	0.6510
7	4	0.0033
10	3	0.0031
5	2	0.0014
2	2	0.0000
2	1	0.0000
4	3	0.0012
2	1	0.0003
14	9	0.0939
3	2	0.0097
21	5	0.4562
4	3	0.0281
3	1	0.0020
29	4	0.0098
12	2	0.1063
6	4	0.4736
57	6	0.0841
18	2	0.0309
3	2	0.0000
4	2	0.0000
10	5	0.0027
12	2	0.1626
2	1	0.0235
4	1	0.0152
2	1	0.1344
6	5	0.0027
14	4	0.6926
5	2	0.0061
8	1	0.4381
4	2	0.0822
7	4	0.1358
13	3	0.0001
6	4	0.1074
5	1	0.0010
12	6	0.0129
14	5	0.0821
5	5	0.0000
4	1	0.0000
4	3	0.2914
6	2	0.0000
34	1	0.0038
64	4	1.8653
7	5	0.3346
62	4	0.1074
41	12	0.0677
7	2	0.0010
2	1	0.0135
7	2	0.0095
4	1	0.0071
49	2	0.6795
9	4	0.0050
37	7	0.2673
15	3	0.6660
15	4	0.0605
11	4	0.5416
29	2	1.0136
6	2	0.0098
4	3	0.0051
49	3	0.0170
8	5	0.1306
4	2	0.1026
4	1	0.0478
