concern	1	1	2	9	5	1	1	2	12	5
third	5	2	4	5	2	6	2	4	6	2
term	1	3	3	4	7	1	3	3	7	7
spent	6	2	1	4	5	6	2	1	6	5
laptop	1	2	2	5	8	1	3	2	5	10
2gb	0	1	2	7	8	0	1	2	8	9
exampl	4	2	4	7	1	4	2	4	8	1
surf	1	1	2	9	5	1	1	2	9	5
tv	2	1	3	5	7	2	1	4	8	9
cellphon	6	2	3	5	2	6	2	6	6	3
adapt	0	3	2	7	6	0	6	3	8	6
pixel	1	3	2	5	7	1	3	2	13	13
comfort	1	3	3	8	3	1	3	4	11	3
recognit	4	3	3	3	5	5	4	3	3	9
8gb	2	1	2	6	7	2	1	2	6	7
detail	1	1	3	7	6	1	1	4	8	6
tool	1	5	3	8	1	1	5	5	9	1
1080p	0	0	1	7	10	0	0	1	8	10
snap	1	3	1	5	8	1	3	1	6	9
glad	1	1	1	6	9	1	1	1	6	9
junk	12	2	0	0	4	14	2	0	0	4
solv	3	4	1	4	6	3	4	1	4	6
bewar	9	5	1	2	1	10	8	1	2	1
initi	3	2	3	7	3	3	2	3	7	3
boot	1	3	2	7	5	1	3	2	7	5
itun	0	0	3	6	9	0	0	3	9	12
serious	6	4	1	3	5	7	4	1	3	5
band	0	2	4	7	6	0	2	8	10	7
honest	1	3	6	6	3	1	3	6	6	3
razr	1	2	1	11	4	1	17	1	23	4
calendar	2	2	3	8	4	2	3	3	10	4
thin	0	2	2	6	9	0	2	2	7	9
resist	3	2	1	4	9	3	2	1	4	10
iii	2	0	2	6	9	4	0	2	10	10
fall	4	3	3	6	3	4	3	3	6	3
rear	1	0	4	7	7	1	0	4	7	8
unlimit	1	4	2	7	5	2	5	2	8	6
corner	3	2	6	5	3	3	2	7	5	3
readi	4	1	1	9	4	4	1	1	9	4
crazi	3	4	3	1	7	3	6	3	1	7
insid	3	5	3	2	6	3	5	3	2	8
depend	1	1	1	8	8	1	1	1	8	8
jack	4	2	4	5	4	4	7	4	5	4
slim	0	0	1	11	7	0	0	1	14	7
edit	3	4	0	7	5	4	4	0	8	5
scroll	2	6	3	7	1	2	7	13	7	1
rid	6	5	2	2	4	6	5	2	2	4
continu	6	4	4	2	3	6	5	4	2	3
kitkat	2	0	1	5	11	2	0	1	7	12
son	2	2	4	1	9	2	2	4	1	9
higher	2	1	1	4	11	2	1	1	5	11
stabl	1	1	3	7	8	1	1	3	7	8
bother	5	3	2	4	6	5	4	2	5	6
meet	4	0	3	8	5	5	0	3	8	5
sensit	5	1	2	8	4	6	1	2	10	4
worri	4	2	1	6	7	4	2	1	8	8
adjust	1	4	3	9	3	1	4	4	11	3
address	8	1	3	3	5	8	2	3	4	6
inch	0	4	1	7	8	0	4	1	17	9
rington	1	5	3	8	2	1	10	6	12	3
pic	1	1	2	9	7	1	1	2	10	8
dollar	3	1	3	6	7	3	1	3	6	8
glitch	7	3	1	4	5	9	5	1	6	6
standbi	3	4	5	6	2	4	4	5	6	2
realiz	5	5	3	4	3	5	5	3	4	4
gmail	3	2	7	5	3	3	2	9	8	3
